48983,1,0.01108547863544495,3.95837937385
1104,30,0.7,2.53079710145
19282,3,0.06667358157867441,4.15354698195
451,40,0.8585365853658536,2.26756198347
28508,2,0.032741686544127964,4.08613670452
5170,10,0.2711411992263056,3.57183621059
11725,5,0.10343710021321961,3.95959762533
2055,20,0.5760583941605839,3.00929211015
14667,4,0.0921388150269312,4.16309012876
9481,6,0.14416200822698028,3.82908984489
7879,7,0.17459068409696663,3.73902297179
6770,8,0.19737075332348597,3.72070049394
5863,9,0.24270851100119392,3.65425158117

