7879,7,0.7514151542073867,29.243226809
9481,6,0.7381710790001055,32.3220072586
5170,10,0.835357833655706,20.4029823099
11725,5,0.6778507462686567,29.8646921161
2055,20,0.9133819951338199,7.71720831113
14667,4,0.6444671712006546,36.4300706699
1104,30,0.9521739130434783,5.40715372907
19282,3,0.563675967223317,46.7208707493
451,40,1.0,3.73525498891
28508,2,0.4868668443945559,53.615608519
48983,1,0.38211624441132636,63.4887055756
5863,9,0.8153505031553812,22.3657434524
6770,8,0.7912259970457902,24.1609603106
