5170,10,0.7207736943907157,29.4889974238
11725,5,0.582908315565032,48.0614520235
7879,7,0.6374412996573169,40.0844217904
9481,6,0.602868895686109,44.4243325519
2055,20,0.8661800486618005,13.2325842697
14667,4,0.5171746096679621,52.2445751048
1104,30,0.9208333333333333,8.53924847531
19282,3,0.4209833004875013,55.7534678592
451,40,1.0,4.02084257206
28508,2,0.3373298723165427,69.0196951105
48983,1,0.22648674029765428,86.5546060934
5863,9,0.6983796691113764,35.359839789
6770,8,0.692850812407681,36.0943162922
