48983,1,0.030904599554947634,8.77249306381
451,40,1.0,3.59157427938
28508,2,0.12004349656236846,16.8666939396
1104,30,0.923731884057971,9.09060600118
19282,3,0.2346851986308474,21.5220100769
2055,20,0.8519708029197081,12.7381768334
14667,4,0.33600599986363944,28.5672659389
5170,10,0.6605029013539652,25.5572215064
11725,5,0.4165117270788913,29.4569579818
9481,6,0.4714903491192912,30.1271084068
7879,7,0.545805305241782,30.7900660404
5863,9,0.6195463073511854,27.700143156
6770,8,0.624165435745938,30.632146914
